date,family,store_nbr,city,store_type,is_holiday,is_payday,is_weekend,units_sold,line_items,day_of_week,month_name,year_month,earthquake_window
2015-04-23,CLEANING,2,Guayaquil,B,False,0,0,24.0,3,Thursday,April,2015-04,0
2015-04-23,DAIRY,2,Guayaquil,B,False,0,0,46.0,4,Thursday,April,2015-04,0
2015-04-23,BREAD/BAKERY,2,Guayaquil,B,False,0,0,8.0,1,Thursday,April,2015-04,0
2015-04-23,EGGS,2,Guayaquil,B,False,0,0,2.0,1,Thursday,April,2015-04,0
2015-04-23,GROCERY I,3,Cuenca,C,False,0,0,222.0,9,Thursday,April,2015-04,0
2015-04-23,BEVERAGES,3,Cuenca,C,False,0,0,85.0,7,Thursday,April,2015-04,0
2015-04-23,PRODUCE,3,Cuenca,C,False,0,0,73.0,5,Thursday,April,2015-04,0
2015-04-23,CLEANING,3,Cuenca,C,False,0,0,25.0,3,Thursday,April,2015-04,0
2015-04-23,DAIRY,3,Cuenca,C,False,0,0,33.0,4,Thursday,April,2015-04,0
2015-04-23,BREAD/BAKERY,3,Cuenca,C,False,0,0,6.0,1,Thursday,April,2015-04,0
2015-04-23,DELI,3,Cuenca,C,False,0,0,4.0,1,Thursday,April,2015-04,0
2015-04-23,GROCERY I,4,Ambato,D,False,0,0,380.0,11,Thursday,April,2015-04,0
2015-04-23,BEVERAGES,4,Ambato,D,False,0,0,122.0,8,Thursday,April,2015-04,0
2015-04-23,PRODUCE,4,Ambato,D,False,0,0,113.193,6,Thursday,April,2015-04,0
2015-04-23,CLEANING,4,Ambato,D,False,0,0,15.0,3,Thursday,April,2015-04,0
2015-04-23,DAIRY,4,Ambato,D,False,0,0,61.0,4,Thursday,April,2015-04,0
2015-04-23,DELI,4,Ambato,D,False,0,0,9.0,1,Thursday,April,2015-04,0
2015-04-23,GROCERY I,5,Machala,E,False,0,0,336.0,11,Thursday,April,2015-04,0
2015-04-23,BEVERAGES,5,Machala,E,False,0,0,103.0,5,Thursday,April,2015-04,0
2015-04-23,PRODUCE,5,Machala,E,False,0,0,136.051,7,Thursday,April,2015-04,0
2015-04-23,CLEANING,5,Machala,E,False,0,0,38.0,3,Thursday,April,2015-04,0
2015-04-23,DAIRY,5,Machala,E,False,0,0,76.0,3,Thursday,April,2015-04,0
2015-04-23,BREAD/BAKERY,5,Machala,E,False,0,0,23.508,3,Thursday,April,2015-04,0
2015-04-23,DELI,5,Machala,E,False,0,0,8.0,1,Thursday,April,2015-04,0
2015-04-23,EGGS,5,Machala,E,False,0,0,4.0,1,Thursday,April,2015-04,0
2015-04-23,GROCERY I,6,Manta,A,False,0,0,138.0,10,Thursday,April,2015-04,0
2015-04-23,BEVERAGES,6,Manta,A,False,0,0,68.0,10,Thursday,April,2015-04,0
2015-04-23,PRODUCE,6,Manta,A,False,0,0,36.213,5,Thursday,April,2015-04,0
2015-04-23,CLEANING,6,Manta,A,False,0,0,21.0,2,Thursday,April,2015-04,0
2015-04-23,DAIRY,6,Manta,A,False,0,0,18.576999999999998,2,Thursday,April,2015-04,0
2015-04-23,BREAD/BAKERY,6,Manta,A,False,0,0,14.0,2,Thursday,April,2015-04,0
2015-04-23,DELI,6,Manta,A,False,0,0,3.0,1,Thursday,April,2015-04,0
2015-04-24,GROCERY I,1,Quito,A,False,0,0,172.0,8,Friday,April,2015-04,0
2015-04-24,BEVERAGES,1,Quito,A,False,0,0,52.0,5,Friday,April,2015-04,0
2015-04-24,PRODUCE,1,Quito,A,False,0,0,45.97,3,Friday,April,2015-04,0
2015-04-24,DAIRY,1,Quito,A,False,0,0,40.0,4,Friday,April,2015-04,0
2015-04-24,BREAD/BAKERY,1,Quito,A,False,0,0,23.0,3,Friday,April,2015-04,0
2015-04-24,EGGS,1,Quito,A,False,0,0,2.0,1,Friday,April,2015-04,0
2015-04-24,GROCERY I,2,Guayaquil,B,False,0,0,270.0,9,Friday,April,2015-04,0
2015-04-24,BEVERAGES,2,Guayaquil,B,False,0,0,106.0,7,Friday,April,2015-04,0
2015-04-24,PRODUCE,2,Guayaquil,B,False,0,0,120.806,5,Friday,April,2015-04,0
2015-04-24,CLEANING,2,Guayaquil,B,False,0,0,1.0,1,Friday,April,2015-04,0
2015-04-24,DAIRY,2,Guayaquil,B,False,0,0,34.0,2,Friday,April,2015-04,0
2015-04-24,BREAD/BAKERY,2,Guayaquil,B,False,0,0,9.0,2,Friday,April,2015-04,0
2015-04-24,DELI,2,Guayaquil,B,False,0,0,1.0,1,Friday,April,2015-04,0
2015-04-24,GROCERY I,3,Cuenca,C,False,0,0,258.0,14,Friday,April,2015-04,0
2015-04-24,BEVERAGES,3,Cuenca,C,False,0,0,81.0,7,Friday,April,2015-04,0
2015-04-24,PRODUCE,3,Cuenca,C,False,0,0,95.084,7,Friday,April,2015-04,0
2015-04-24,CLEANING,3,Cuenca,C,False,0,0,18.0,2,Friday,April,2015-04,0
2015-04-24,DAIRY,3,Cuenca,C,False,0,0,69.194,5,Friday,April,2015-04,0
2015-04-24,BREAD/BAKERY,3,Cuenca,C,False,0,0,45.155,3,Friday,April,2015-04,0
2015-04-24,DELI,3,Cuenca,C,False,0,0,6.0,1,Friday,April,2015-04,0
2015-04-24,GROCERY I,4,Ambato,D,False,0,0,265.0,8,Friday,April,2015-04,0
2015-04-24,BEVERAGES,4,Ambato,D,False,0,0,130.0,8,Friday,April,2015-04,0
2015-04-24,PRODUCE,4,Ambato,D,False,0,0,88.0,4,Friday,April,2015-04,0
2015-04-24,CLEANING,4,Ambato,D,False,0,0,50.0,4,Friday,April,2015-04,0
2015-04-24,DAIRY,4,Ambato,D,False,0,0,52.563,3,Friday,April,2015-04,0
2015-04-24,BREAD/BAKERY,4,Ambato,D,False,0,0,31.0,3,Friday,April,2015-04,0
2015-04-24,DELI,4,Ambato,D,False,0,0,6.0,1,Friday,April,2015-04,0
2015-04-24,EGGS,4,Ambato,D,False,0,0,3.0,1,Friday,April,2015-04,0
2015-04-24,GROCERY I,5,Machala,E,False,0,0,481.0,11,Friday,April,2015-04,0
2015-04-24,BEVERAGES,5,Machala,E,False,0,0,164.0,7,Friday,April,2015-04,0
2015-04-24,PRODUCE,5,Machala,E,False,0,0,95.099,4,Friday,April,2015-04,0
2015-04-24,CLEANING,5,Machala,E,False,0,0,42.0,3,Friday,April,2015-04,0
2015-04-24,DAIRY,5,Machala,E,False,0,0,42.0,1,Friday,April,2015-04,0
2015-04-24,BREAD/BAKERY,5,Machala,E,False,0,0,19.0,2,Friday,April,2015-04,0
2015-04-24,GROCERY I,6,Manta,A,False,0,0,211.0,13,Friday,April,2015-04,0
2015-04-24,BEVERAGES,6,Manta,A,False,0,0,89.0,10,Friday,April,2015-04,0
2015-04-24,PRODUCE,6,Manta,A,False,0,0,46.153,4,Friday,April,2015-04,0
2015-04-24,CLEANING,6,Manta,A,False,0,0,29.0,4,Friday,April,2015-04,0
2015-04-24,DAIRY,6,Manta,A,False,0,0,42.548,4,Friday,April,2015-04,0
2015-04-24,BREAD/BAKERY,6,Manta,A,False,0,0,11.454,3,Friday,April,2015-04,0
2015-04-24,EGGS,6,Manta,A,False,0,0,1.33,1,Friday,April,2015-04,0
2015-04-25,GROCERY I,1,Quito,A,False,0,1,239.0,10,Saturday,April,2015-04,0
2015-04-25,BEVERAGES,1,Quito,A,False,0,1,144.0,6,Saturday,April,2015-04,0
2015-04-25,PRODUCE,1,Quito,A,False,0,1,91.6,4,Saturday,April,2015-04,0
2015-04-25,CLEANING,1,Quito,A,False,0,1,11.0,1,Saturday,April,2015-04,0
2015-04-25,DAIRY,1,Quito,A,False,0,1,61.0,3,Saturday,April,2015-04,0
2015-04-25,BREAD/BAKERY,1,Quito,A,False,0,1,32.0,3,Saturday,April,2015-04,0
2015-04-25,EGGS,1,Quito,A,False,0,1,2.0,1,Saturday,April,2015-04,0
2015-04-25,GROCERY I,2,Guayaquil,B,False,0,1,295.0,11,Saturday,April,2015-04,0
2015-04-25,BEVERAGES,2,Guayaquil,B,False,0,1,146.0,9,Saturday,April,2015-04,0
2015-04-25,PRODUCE,2,Guayaquil,B,False,0,1,125.0,6,Saturday,April,2015-04,0
2015-04-25,CLEANING,2,Guayaquil,B,False,0,1,43.0,4,Saturday,April,2015-04,0
2015-04-25,DAIRY,2,Guayaquil,B,False,0,1,91.564,3,Saturday,April,2015-04,0
2015-04-25,BREAD/BAKERY,2,Guayaquil,B,False,0,1,31.0,4,Saturday,April,2015-04,0
2015-04-25,GROCERY I,3,Cuenca,C,False,0,1,202.0,7,Saturday,April,2015-04,0
2015-04-25,BEVERAGES,3,Cuenca,C,False,0,1,112.0,7,Saturday,April,2015-04,0
2015-04-25,PRODUCE,3,Cuenca,C,False,0,1,107.041,5,Saturday,April,2015-04,0
2015-04-25,CLEANING,3,Cuenca,C,False,0,1,42.0,2,Saturday,April,2015-04,0
2015-04-25,DAIRY,3,Cuenca,C,False,0,1,53.213,4,Saturday,April,2015-04,0
2015-04-25,BREAD/BAKERY,3,Cuenca,C,False,0,1,25.194,3,Saturday,April,2015-04,0
2015-04-25,DELI,3,Cuenca,C,False,0,1,2.0,1,Saturday,April,2015-04,0
2015-04-25,EGGS,3,Cuenca,C,False,0,1,1.0,1,Saturday,April,2015-04,0
2015-04-25,GROCERY I,4,Ambato,D,False,0,1,488.0,10,Saturday,April,2015-04,0
2015-04-25,BEVERAGES,4,Ambato,D,False,0,1,176.0,8,Saturday,April,2015-04,0
2015-04-25,PRODUCE,4,Ambato,D,False,0,1,159.895,6,Saturday,April,2015-04,0
2015-04-25,CLEANING,4,Ambato,D,False,0,1,64.0,4,Saturday,April,2015-04,0
2015-04-25,DAIRY,4,Ambato,D,False,0,1,48.0,2,Saturday,April,2015-04,0
2015-04-25,BREAD/BAKERY,4,Ambato,D,False,0,1,21.0,5,Saturday,April,2015-04,0
2015-04-25,DELI,4,Ambato,D,False,0,1,4.0,1,Saturday,April,2015-04,0
2015-04-25,GROCERY I,5,Machala,E,False,0,1,439.0,12,Saturday,April,2015-04,0
2015-04-25,BEVERAGES,5,Machala,E,False,0,1,172.0,9,Saturday,April,2015-04,0
2015-04-25,PRODUCE,5,Machala,E,False,0,1,173.08499999999998,5,Saturday,April,2015-04,0
2015-04-25,CLEANING,5,Machala,E,False,0,1,111.0,5,Saturday,April,2015-04,0
2015-04-25,DAIRY,5,Machala,E,False,0,1,43.0,2,Saturday,April,2015-04,0
2015-04-25,DELI,5,Machala,E,False,0,1,20.0,2,Saturday,April,2015-04,0
2015-04-25,EGGS,5,Machala,E,False,0,1,10.0,1,Saturday,April,2015-04,0
2015-04-25,GROCERY I,6,Manta,A,False,0,1,163.0,10,Saturday,April,2015-04,0
2015-04-25,BEVERAGES,6,Manta,A,False,0,1,71.0,6,Saturday,April,2015-04,0
2015-04-25,PRODUCE,6,Manta,A,False,0,1,84.26,4,Saturday,April,2015-04,0
2015-04-25,CLEANING,6,Manta,A,False,0,1,22.0,2,Saturday,April,2015-04,0
2015-04-25,DAIRY,6,Manta,A,False,0,1,42.441,6,Saturday,April,2015-04,0
2015-04-25,DELI,6,Manta,A,False,0,1,3.0,1,Saturday,April,2015-04,0
2015-04-25,EGGS,6,Manta,A,False,0,1,1.0,1,Saturday,April,2015-04,0
2015-04-26,GROCERY I,1,Quito,A,False,0,1,310.0,11,Sunday,April,2015-04,0
2015-04-26,BEVERAGES,1,Quito,A,False,0,1,68.0,4,Sunday,April,2015-04,0
2015-04-26,PRODUCE,1,Quito,A,False,0,1,130.0,4,Sunday,April,2015-04,0
2015-04-26,CLEANING,1,Quito,A,False,0,1,29.0,2,Sunday,April,2015-04,0
2015-04-26,DAIRY,1,Quito,A,False,0,1,21.0,2,Sunday,April,2015-04,0
2015-04-26,BREAD/BAKERY,1,Quito,A,False,0,1,14.0,2,Sunday,April,2015-04,0
2015-04-26,DELI,1,Quito,A,False,0,1,7.0,1,Sunday,April,2015-04,0
2015-04-26,EGGS,1,Quito,A,False,0,1,5.0,1,Sunday,April,2015-04,0
2015-04-26,GROCERY I,2,Guayaquil,B,False,0,1,173.0,6,Sunday,April,2015-04,0
2015-04-26,BEVERAGES,2,Guayaquil,B,False,0,1,117.0,8,Sunday,April,2015-04,0
2015-04-26,PRODUCE,2,Guayaquil,B,False,0,1,55.0,4,Sunday,April,2015-04,0
2015-04-26,CLEANING,2,Guayaquil,B,False,0,1,70.0,3,Sunday,April,2015-04,0
2015-04-26,DAIRY,2,Guayaquil,B,False,0,1,31.0,3,Sunday,April,2015-04,0
2015-04-26,BREAD/BAKERY,2,Guayaquil,B,False,0,1,27.0,2,Sunday,April,2015-04,0
2015-04-26,DELI,2,Guayaquil,B,False,0,1,5.0,1,Sunday,April,2015-04,0
2015-04-26,EGGS,2,Guayaquil,B,False,0,1,9.0,1,Sunday,April,2015-04,0
2015-04-26,GROCERY I,3,Cuenca,C,False,0,1,198.0,10,Sunday,April,2015-04,0
2015-04-26,BEVERAGES,3,Cuenca,C,False,0,1,121.0,8,Sunday,April,2015-04,0
2015-04-26,PRODUCE,3,Cuenca,C,False,0,1,42.0,3,Sunday,April,2015-04,0
2015-04-26,CLEANING,3,Cuenca,C,False,0,1,33.0,3,Sunday,April,2015-04,0
2015-04-26,DAIRY,3,Cuenca,C,False,0,1,31.0,4,Sunday,April,2015-04,0
2015-04-26,BREAD/BAKERY,3,Cuenca,C,False,0,1,16.406,2,Sunday,April,2015-04,0
2015-04-26,DELI,3,Cuenca,C,False,0,1,4.0,1,Sunday,April,2015-04,0
2015-04-26,GROCERY I,4,Ambato,D,False,0,1,347.0,10,Sunday,April,2015-04,0
2015-04-26,BEVERAGES,4,Ambato,D,False,0,1,181.0,9,Sunday,April,2015-04,0
2015-04-26,PRODUCE,4,Ambato,D,False,0,1,110.0,4,Sunday,April,2015-04,0
2015-04-26,CLEANING,4,Ambato,D,False,0,1,27.0,3,Sunday,April,2015-04,0
2015-04-26,DAIRY,4,Ambato,D,False,0,1,35.0,3,Sunday,April,2015-04,0
2015-04-26,BREAD/BAKERY,4,Ambato,D,False,0,1,52.0,4,Sunday,April,2015-04,0
2015-04-26,GROCERY I,5,Machala,E,False,0,1,431.0,11,Sunday,April,2015-04,0
2015-04-26,BEVERAGES,5,Machala,E,False,0,1,172.0,10,Sunday,April,2015-04,0
2015-04-26,PRODUCE,5,Machala,E,False,0,1,125.0,5,Sunday,April,2015-04,0
2015-04-26,CLEANING,5,Machala,E,False,0,1,60.0,3,Sunday,April,2015-04,0
2015-04-26,DAIRY,5,Machala,E,False,0,1,62.0,3,Sunday,April,2015-04,0
2015-04-26,BREAD/BAKERY,5,Machala,E,False,0,1,50.772999999999996,4,Sunday,April,2015-04,0
2015-04-26,GROCERY I,6,Manta,A,False,0,1,122.0,10,Sunday,April,2015-04,0
2015-04-26,BEVERAGES,6,Manta,A,False,0,1,110.0,7,Sunday,April,2015-04,0
2015-04-26,PRODUCE,6,Manta,A,False,0,1,46.0,4,Sunday,April,2015-04,0
2015-04-26,CLEANING,6,Manta,A,False,0,1,16.0,5,Sunday,April,2015-04,0
2015-04-26,DAIRY,6,Manta,A,False,0,1,4.0,1,Sunday,April,2015-04,0
2015-04-26,BREAD/BAKERY,6,Manta,A,False,0,1,14.0,4,Sunday,April,2015-04,0
2015-04-27,GROCERY I,1,Quito,A,False,0,0,158.0,6,Monday,April,2015-04,0
2015-04-27,BEVERAGES,1,Quito,A,False,0,0,58.0,6,Monday,April,2015-04,0
2015-04-27,PRODUCE,1,Quito,A,False,0,0,69.59599999999999,7,Monday,April,2015-04,0
2015-04-27,CLEANING,1,Quito,A,False,0,0,12.0,2,Monday,April,2015-04,0
2015-04-27,DAIRY,1,Quito,A,False,0,0,23.953,3,Monday,April,2015-04,0
2015-04-27,DELI,1,Quito,A,False,0,0,1.492,1,Monday,April,2015-04,0
2015-04-27,GROCERY I,2,Guayaquil,B,False,0,0,213.0,12,Monday,April,2015-04,0
2015-04-27,BEVERAGES,2,Guayaquil,B,False,0,0,116.0,6,Monday,April,2015-04,0
2015-04-27,PRODUCE,2,Guayaquil,B,False,0,0,59.0,6,Monday,April,2015-04,0
2015-04-27,CLEANING,2,Guayaquil,B,False,0,0,24.0,2,Monday,April,2015-04,0
2015-04-27,DAIRY,2,Guayaquil,B,False,0,0,43.873000000000005,3,Monday,April,2015-04,0
2015-04-27,BREAD/BAKERY,2,Guayaquil,B,False,0,0,30.496000000000002,3,Monday,April,2015-04,0
2015-04-27,GROCERY I,3,Cuenca,C,False,0,0,235.0,10,Monday,April,2015-04,0
2015-04-27,BEVERAGES,3,Cuenca,C,False,0,0,67.0,5,Monday,April,2015-04,0
2015-04-27,PRODUCE,3,Cuenca,C,False,0,0,63.656,5,Monday,April,2015-04,0
2015-04-27,CLEANING,3,Cuenca,C,False,0,0,18.0,2,Monday,April,2015-04,0
2015-04-27,DAIRY,3,Cuenca,C,False,0,0,42.0,3,Monday,April,2015-04,0
2015-04-27,BREAD/BAKERY,3,Cuenca,C,False,0,0,9.276,2,Monday,April,2015-04,0
2015-04-27,EGGS,3,Cuenca,C,False,0,0,4.0,1,Monday,April,2015-04,0
2015-04-27,GROCERY I,4,Ambato,D,False,0,0,181.0,8,Monday,April,2015-04,0
2015-04-27,BEVERAGES,4,Ambato,D,False,0,0,127.0,7,Monday,April,2015-04,0
2015-04-27,PRODUCE,4,Ambato,D,False,0,0,22.0,2,Monday,April,2015-04,0
2015-04-27,CLEANING,4,Ambato,D,False,0,0,42.0,4,Monday,April,2015-04,0
2015-04-27,DAIRY,4,Ambato,D,False,0,0,14.0,2,Monday,April,2015-04,0
2015-04-27,BREAD/BAKERY,4,Ambato,D,False,0,0,23.043,5,Monday,April,2015-04,0
2015-04-27,DELI,4,Ambato,D,False,0,0,4.0,1,Monday,April,2015-04,0
2015-04-27,GROCERY I,5,Machala,E,False,0,0,295.0,10,Monday,April,2015-04,0
2015-04-27,BEVERAGES,5,Machala,E,False,0,0,74.0,7,Monday,April,2015-04,0
2015-04-27,PRODUCE,5,Machala,E,False,0,0,130.0,7,Monday,April,2015-04,0
2015-04-27,CLEANING,5,Machala,E,False,0,0,36.0,3,Monday,April,2015-04,0
2015-04-27,DAIRY,5,Machala,E,False,0,0,58.716,4,Monday,April,2015-04,0
2015-04-27,BREAD/BAKERY,5,Machala,E,False,0,0,8.0,2,Monday,April,2015-04,0
2015-04-27,DELI,5,Machala,E,False,0,0,7.0,1,Monday,April,2015-04,0
2015-04-27,GROCERY I,6,Manta,A,False,0,0,75.0,6,Monday,April,2015-04,0
2015-04-27,BEVERAGES,6,Manta,A,False,0,0,57.0,6,Monday,April,2015-04,0
2015-04-27,PRODUCE,6,Manta,A,False,0,0,54.765,5,Monday,April,2015-04,0
2015-04-27,CLEANING,6,Manta,A,False,0,0,15.0,4,Monday,April,2015-04,0
2015-04-27,DAIRY,6,Manta,A,False,0,0,12.0,1,Monday,April,2015-04,0
2015-04-27,BREAD/BAKERY,6,Manta,A,False,0,0,10.947,4,Monday,April,2015-04,0
2015-04-27,DELI,6,Manta,A,False,0,0,2.0,1,Monday,April,2015-04,0
2015-04-28,GROCERY I,1,Quito,A,False,0,0,154.0,7,Tuesday,April,2015-04,0
2015-04-28,BEVERAGES,1,Quito,A,False,0,0,89.0,7,Tuesday,April,2015-04,0
2015-04-28,PRODUCE,1,Quito,A,False,0,0,51.013000000000005,6,Tuesday,April,2015-04,0
2015-04-28,CLEANING,1,Quito,A,False,0,0,15.0,1,Tuesday,April,2015-04,0
2015-04-28,DAIRY,1,Quito,A,False,0,0,27.117,2,Tuesday,April,2015-04,0
2015-04-28,BREAD/BAKERY,1,Quito,A,False,0,0,26.18,3,Tuesday,April,2015-04,0
2015-04-28,DELI,1,Quito,A,False,0,0,3.23,1,Tuesday,April,2015-04,0
2015-04-28,GROCERY I,2,Guayaquil,B,False,0,0,86.0,7,Tuesday,April,2015-04,0
2015-04-28,BEVERAGES,2,Guayaquil,B,False,0,0,105.0,7,Tuesday,April,2015-04,0
2015-04-28,PRODUCE,2,Guayaquil,B,False,0,0,52.0,4,Tuesday,April,2015-04,0
2015-04-28,CLEANING,2,Guayaquil,B,False,0,0,29.0,3,Tuesday,April,2015-04,0
2015-04-28,DAIRY,2,Guayaquil,B,False,0,0,8.0,2,Tuesday,April,2015-04,0
2015-04-28,BREAD/BAKERY,2,Guayaquil,B,False,0,0,16.988,3,Tuesday,April,2015-04,0
2015-04-28,DELI,2,Guayaquil,B,False,0,0,1.071,1,Tuesday,April,2015-04,0
2015-04-28,GROCERY I,3,Cuenca,C,False,0,0,124.0,8,Tuesday,April,2015-04,0
2015-04-28,BEVERAGES,3,Cuenca,C,False,0,0,75.0,5,Tuesday,April,2015-04,0
2015-04-28,PRODUCE,3,Cuenca,C,False,0,0,63.227000000000004,7,Tuesday,April,2015-04,0
2015-04-28,CLEANING,3,Cuenca,C,False,0,0,2.0,1,Tuesday,April,2015-04,0
2015-04-28,DAIRY,3,Cuenca,C,False,0,0,58.341,5,Tuesday,April,2015-04,0
2015-04-28,BREAD/BAKERY,3,Cuenca,C,False,0,0,9.0,3,Tuesday,April,2015-04,0
2015-04-28,DELI,3,Cuenca,C,False,0,0,2.992,2,Tuesday,April,2015-04,0
2015-04-28,GROCERY I,4,Ambato,D,False,0,0,249.0,10,Tuesday,April,2015-04,0
2015-04-28,BEVERAGES,4,Ambato,D,False,0,0,125.0,8,Tuesday,April,2015-04,0
2015-04-28,PRODUCE,4,Ambato,D,False,0,0,74.527,3,Tuesday,April,2015-04,0
2015-04-28,CLEANING,4,Ambato,D,False,0,0,25.0,3,Tuesday,April,2015-04,0
2015-04-28,DAIRY,4,Ambato,D,False,0,0,38.0,2,Tuesday,April,2015-04,0
2015-04-28,BREAD/BAKERY,4,Ambato,D,False,0,0,50.0,4,Tuesday,April,2015-04,0
2015-04-28,DELI,4,Ambato,D,False,0,0,3.0,1,Tuesday,April,2015-04,0
2015-04-28,GROCERY I,5,Machala,E,False,0,0,122.0,9,Tuesday,April,2015-04,0
2015-04-28,BEVERAGES,5,Machala,E,False,0,0,146.0,10,Tuesday,April,2015-04,0
2015-04-28,PRODUCE,5,Machala,E,False,0,0,146.0,5,Tuesday,April,2015-04,0
2015-04-28,CLEANING,5,Machala,E,False,0,0,23.0,3,Tuesday,April,2015-04,0
2015-04-28,DAIRY,5,Machala,E,False,0,0,25.0,3,Tuesday,April,2015-04,0
2015-04-28,DELI,5,Machala,E,False,0,0,2.0,1,Tuesday,April,2015-04,0
2015-04-28,GROCERY I,6,Manta,A,False,0,0,139.0,8,Tuesday,April,2015-04,0
2015-04-28,BEVERAGES,6,Manta,A,False,0,0,44.0,7,Tuesday,April,2015-04,0
2015-04-28,PRODUCE,6,Manta,A,False,0,0,39.553,5,Tuesday,April,2015-04,0
2015-04-28,CLEANING,6,Manta,A,False,0,0,10.0,2,Tuesday,April,2015-04,0
2015-04-28,DAIRY,6,Manta,A,False,0,0,38.817,4,Tuesday,April,2015-04,0
2015-04-28,BREAD/BAKERY,6,Manta,A,False,0,0,16.0,3,Tuesday,April,2015-04,0
2015-04-29,GROCERY I,1,Quito,A,False,0,0,229.0,8,Wednesday,April,2015-04,0
2015-04-29,BEVERAGES,1,Quito,A,False,0,0,96.0,7,Wednesday,April,2015-04,0
2015-04-29,PRODUCE,1,Quito,A,False,0,0,82.0,6,Wednesday,April,2015-04,0
2015-04-29,CLEANING,1,Quito,A,False,0,0,18.0,2,Wednesday,April,2015-04,0
2015-04-29,DAIRY,1,Quito,A,False,0,0,48.0,3,Wednesday,April,2015-04,0
2015-04-29,BREAD/BAKERY,1,Quito,A,False,0,0,31.423000000000002,3,Wednesday,April,2015-04,0
2015-04-29,DELI,1,Quito,A,False,0,0,3.7889999999999997,2,Wednesday,April,2015-04,0
2015-04-29,GROCERY I,2,Guayaquil,B,False,0,0,254.0,13,Wednesday,April,2015-04,0
2015-04-29,BEVERAGES,2,Guayaquil,B,False,0,0,65.0,6,Wednesday,April,2015-04,0
2015-04-29,PRODUCE,2,Guayaquil,B,False,0,0,79.819,6,Wednesday,April,2015-04,0
2015-04-29,CLEANING,2,Guayaquil,B,False,0,0,25.0,2,Wednesday,April,2015-04,0
2015-04-29,DAIRY,2,Guayaquil,B,False,0,0,30.0,3,Wednesday,April,2015-04,0
2015-04-29,BREAD/BAKERY,2,Guayaquil,B,False,0,0,23.0,2,Wednesday,April,2015-04,0
2015-04-29,DELI,2,Guayaquil,B,False,0,0,13.0,1,Wednesday,April,2015-04,0
2015-04-29,GROCERY I,3,Cuenca,C,False,0,0,261.0,10,Wednesday,April,2015-04,0
2015-04-29,BEVERAGES,3,Cuenca,C,False,0,0,61.0,5,Wednesday,April,2015-04,0
2015-04-29,PRODUCE,3,Cuenca,C,False,0,0,53.551,2,Wednesday,April,2015-04,0
2015-04-29,CLEANING,3,Cuenca,C,False,0,0,28.0,2,Wednesday,April,2015-04,0
2015-04-29,DAIRY,3,Cuenca,C,False,0,0,32.0,3,Wednesday,April,2015-04,0
2015-04-29,BREAD/BAKERY,3,Cuenca,C,False,0,0,8.0,3,Wednesday,April,2015-04,0
2015-04-29,GROCERY I,4,Ambato,D,False,0,0,252.0,9,Wednesday,April,2015-04,0
2015-04-29,BEVERAGES,4,Ambato,D,False,0,0,116.0,8,Wednesday,April,2015-04,0
2015-04-29,PRODUCE,4,Ambato,D,False,0,0,150.0,6,Wednesday,April,2015-04,0
2015-04-29,CLEANING,4,Ambato,D,False,0,0,16.0,4,Wednesday,April,2015-04,0
2015-04-29,DAIRY,4,Ambato,D,False,0,0,20.0,2,Wednesday,April,2015-04,0
2015-04-29,BREAD/BAKERY,4,Ambato,D,False,0,0,26.0,2,Wednesday,April,2015-04,0
2015-04-29,DELI,4,Ambato,D,False,0,0,7.0,2,Wednesday,April,2015-04,0
2015-04-29,EGGS,4,Ambato,D,False,0,0,6.0,1,Wednesday,April,2015-04,0
2015-04-29,GROCERY I,5,Machala,E,False,0,0,219.0,11,Wednesday,April,2015-04,0
2015-04-29,BEVERAGES,5,Machala,E,False,0,0,152.0,7,Wednesday,April,2015-04,0
2015-04-29,PRODUCE,5,Machala,E,False,0,0,109.542,6,Wednesday,April,2015-04,0
2015-04-29,CLEANING,5,Machala,E,False,0,0,27.0,3,Wednesday,April,2015-04,0
2015-04-29,DAIRY,5,Machala,E,False,0,0,55.0,4,Wednesday,April,2015-04,0
2015-04-29,BREAD/BAKERY,5,Machala,E,False,0,0,9.911,2,Wednesday,April,2015-04,0
2015-04-29,DELI,5,Machala,E,False,0,0,3.0,1,Wednesday,April,2015-04,0
2015-04-29,GROCERY I,6,Manta,A,False,0,0,99.0,7,Wednesday,April,2015-04,0
2015-04-29,BEVERAGES,6,Manta,A,False,0,0,55.0,7,Wednesday,April,2015-04,0
2015-04-29,PRODUCE,6,Manta,A,False,0,0,70.944,5,Wednesday,April,2015-04,0
2015-04-29,CLEANING,6,Manta,A,False,0,0,9.0,2,Wednesday,April,2015-04,0
2015-04-29,DAIRY,6,Manta,A,False,0,0,31.9,4,Wednesday,April,2015-04,0
2015-04-29,BREAD/BAKERY,6,Manta,A,False,0,0,10.0,3,Wednesday,April,2015-04,0
2015-04-30,GROCERY I,1,Quito,A,False,1,0,154.0,10,Thursday,April,2015-04,0
2015-04-30,BEVERAGES,1,Quito,A,False,1,0,61.0,4,Thursday,April,2015-04,0
2015-04-30,PRODUCE,1,Quito,A,False,1,0,54.134,4,Thursday,April,2015-04,0
2015-04-30,CLEANING,1,Quito,A,False,1,0,23.0,2,Thursday,April,2015-04,0
2015-04-30,DAIRY,1,Quito,A,False,1,0,43.833,3,Thursday,April,2015-04,0
2015-04-30,BREAD/BAKERY,1,Quito,A,False,1,0,6.0,1,Thursday,April,2015-04,0
